persona_id,article_id,prices_json,price_sig,prompt
P004,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 1 to 5 purchases per month. Your typical paid price is between 14.40 and 16.63. Most of your purchases are in: Dress.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P005,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 45-54. You make about 1 to 5 purchases per month. Your typical paid price is between 14.37 and 16.60. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P006,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 45-54. You make about 1 to 5 purchases per month. Your typical paid price is between 18.99 and 23.02. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P007,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 0 to 1 purchases per month. Your typical paid price is between 19.49 and 25.37. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P008,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 1 to 4 purchases per month. Your typical paid price is between 14.26 and 16.51. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P009,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 1 to 5 purchases per month. Your typical paid price is between 14.17 and 16.44. Most of your purchases are in: Sweater.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P010,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 0 to 1 purchases per month. Your typical paid price is between 19.99 and 29.99. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P011,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 0 to 1 purchases per month. Your typical paid price is between 19.85 and 26.39. Most of your purchases are in: Dress.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P012,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 0 to 1 purchases per month. Your typical paid price is between 20.99 and 32.49. Most of your purchases are in: Dress.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P013,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 45-54. You make about 0 to 1 purchases per month. Your typical paid price is between 19.36 and 24.82. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P014,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 45-54. You make about 0 to 1 purchases per month. Your typical paid price is between 19.99 and 29.99. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P015,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 0 to 1 purchases per month. Your typical paid price is between 19.99 and 29.74. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P016,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 0 to 1 purchases per month. Your typical paid price is between 7.99 and 11.39. Most of your purchases are in: T-shirt.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P017,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 1 to 4 purchases per month. Your typical paid price is between 9.43 and 11.99. Most of your purchases are in: T-shirt.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P018,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 55+. You make about 0 to 1 purchases per month. Your typical paid price is between 19.99 and 29.99. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P019,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 45-54. You make about 0 to 1 purchases per month. Your typical paid price is between 19.99 and 29.99. Most of your purchases are in: Dress.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P020,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 0 to 1 purchases per month. Your typical paid price is between 8.04 and 11.35. Most of your purchases are in: T-shirt.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P021,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 45-54. You make about 1 to 5 purchases per month. Your typical paid price is between 19.20 and 23.95. Most of your purchases are in: Dress.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P022,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 55+. You make about 0 to 1 purchases per month. Your typical paid price is between 19.99 and 29.99. Most of your purchases are in: Dress.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P023,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 0 to 1 purchases per month. Your typical paid price is between 14.32 and 16.61. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P024,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 35-44. You make about 1 to 5 purchases per month. Your typical paid price is between 14.22 and 16.48. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P025,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 0 to 1 purchases per month. Your typical paid price is between 19.99 and 29.99. Most of your purchases are in: Dress.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P026,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 55+. You make about 1 to 5 purchases per month. Your typical paid price is between 19.26 and 24.06. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P027,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 1 to 5 purchases per month. Your typical paid price is between 10.11 and 12.29. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P028,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 1 to 5 purchases per month. Your typical paid price is between 18.85 and 23.02. Most of your purchases are in: Sweater.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P029,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 25-34. You make about 1 to 4 purchases per month. Your typical paid price is between 13.84 and 15.91. Most of your purchases are in: T-shirt.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P030,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 55+. You make about 0 to 1 purchases per month. Your typical paid price is between 19.67 and 25.88. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P031,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 0 to 1 purchases per month. Your typical paid price is between 14.32 and 16.52. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P032,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 0 to 1 purchases per month. Your typical paid price is between 8.27 and 12.32. Most of your purchases are in: Bikini top.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P033,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 45-54. You make about 0 to 1 purchases per month. Your typical paid price is between 14.36 and 16.59. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P034,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 1 to 4 purchases per month. Your typical paid price is between 14.00 and 16.19. Most of your purchases are in: Sweater.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P035,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 0 to 1 purchases per month. Your typical paid price is between 9.19 and 12.11. Most of your purchases are in: Bikini top.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P036,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 0 to 1 purchases per month. Your typical paid price is between 13.89 and 15.92. Most of your purchases are in: Bikini top.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P037,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 16-24. You make about 1 to 5 purchases per month. Your typical paid price is between 18.72 and 21.88. Most of your purchases are in: Trousers.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
P038,552370002,"[4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]",8949d6e4d170c57f18a8bedea86af888,"You are a customer of H&M in the years 2018-2019. Your age is 45-54. You make about 0 to 1 purchases per month. Your typical paid price is between 19.66 and 25.99. Most of your purchases are in: Dress.

Task: Given a product and a list of prices, return the probability you would buy at each price. Output JSON exactly: {""prices"": [...], ""p_buy"": [...], ""reason"": ""<=30 words""}.

Product name: SKINNY PRICE
Product type: Trousers
Product color: Black
Detailed description: Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.

Offered prices (USD): [4.99, 7.49, 7.99, 8.49, 8.74, 8.99, 9.0, 9.42, 9.5, 9.99]
"
